"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
2393,608324,"Bregman, Alex",2393,100,0.26,0.193,0.264,0.453,0.331,0.319,0.257,151,581,89.1,18.2,2259,89.6,89.71,138,1075,1318,0.10000000000000853,6.47,107,151,120,146,295,325,291,"-4.4","4.4","69.8","6.9",633,499,93,30,2,26,86,13.6,43,6.8,2.25181,0.64215,0.37681,0.12562,"91.8",167,40.480961923847694,6.4128256513026045,5.055292259083728,5.77,-0.8,0.23,2.27,0.314,32,"0.184580025",0.313,0.417,"-0.184580025",0.003,0.0010000000000000009,0.036,0.012,12.8,"37.6"
2381,665833,"Cruz, Oneil",2381,100,0.26,0.191,0.347,0.451,0.332,0.341,0.264,140,539,95.5,9.8,2258,88.4,88.66,376,1102,1279,0.29999999999999716,6.45,116,146,125,151,300,325,303,"-0.4","0.4","76.6","7.6",592,364,82,34,3,21,179,30.2,46,7.8,2.54859,0.41345,0.24142,-0.17281,"94.4",150,54.94505494505495,15.659340659340659,9.628378378378379,5.77,-0.96,-0.16,2.28,0.319,57,"0.015875682",0.324,0.463,"-0.015875682",-0.004,-0.0050000000000000044,-0.012,-0.009,34.1,"37.8"
1993,669127,"Langeliers, Shea",1993,100,0.224,0.226,0.252,0.45,0.315,0.328,0.241,108,482,91.3,16.3,2254,88.7,88.85,288,986,1007,0.20000000000000284,6.42,106,152,122,146,301,324,295,"2.4","-2.4","72.9","7.2",532,343,59,18,2,29,145,27.3,39,7.3,2.33973,0.63478,0.29819,0.02836,"92.7",168,44.02332361516035,12.82798833819242,8.270676691729323,5.82,-0.85,0.27,2.23,0.286,44,"-0.120772704",0.302,0.456,"0.120772704",-0.017,-0.016000000000000014,-0.006,-0.013,29.2,"39.2"
2122,664761,"Bohm, Alec",2122,100,0.28,0.168,0.305,0.448,0.335,0.342,0.288,155,554,90.4,10.1,2262,89.5,89.83,186,1054,1067,0.29999999999999716,6.52,107,150,123,147,304,323,288,"-22","22","71.0","7.3",604,474,94,44,2,15,86,14.2,38,6.3,2.26834,0.62911,0.33841,-0.00741,"92.3",161,45.56962025316456,6.751054852320674,5.298013245033113,5.81,-0.7,0.16,2.35,0.329,32,"1.036286522",0.34,0.444,"-1.036286522",-0.008,-0.01100000000000001,0.004,-0.007,17.6,"38.0"
2604,668804,"Reynolds, Bryan",2604,100,0.275,0.172,0.33,0.447,0.343,0.35,0.27,171,622,89.9,9.4,2206,88.8,89.13,386,1313,1291,0.29999999999999716,6.45,113,147,122,150,300,322,296,"-24.6","24.6","69.7","6.8",689,469,115,29,3,24,156,22.6,54,7.8,2.43433,0.49198,0.38121,-0.38121,"92.0",153,45.41577825159915,9.594882729211088,6.531204644412192,5.71,-0.79,-0.11,2.22,0.341,45,"0.943970814",0.339,0.463,"-0.943970814",0.005,0.0020000000000000018,-0.016,-0.007,29.4,"36.9"
2311,681297,"Cowser, Colton",2311,100,0.242,0.204,0.317,0.447,0.331,0.326,0.23,121,499,90.3,13.1,2229,89,89.25,313,1029,1282,0.20000000000000284,6.46,116,146,114,151,297,327,303,"4","-4","71.6","6.9",559,330,70,24,3,24,172,30.8,50,8.9,2.37556,0.54888,0.39423,-0.29333,"91.9",165,46.06060606060606,13.636363636363635,8.050089445438283,5.71,-0.9,-0.21,2.31,0.318,45,"-0.173215058",0.31,0.437,"0.173215058",0.012,0.008000000000000007,0.01,0.005,30.4,"37.3"
2133,686469,"Pasquantino, Vinnie",2133,100,0.262,0.183,0.265,0.446,0.325,0.331,0.266,130,496,90.9,14.5,2242,89.2,89.43,148,1020,1112,0.20000000000000284,6.4,115,144,124,149,297,326,305,"-13.8","13.8","70.2","7.3",553,439,79,30,2,19,71,12.8,39,7.1,2.30686,0.59611,0.35235,-0.21894,"92.9",154,46.46924829157175,7.061503416856492,5.605786618444846,5.76,-0.98,-0.13,2.35,0.313,31,"0.646929208",0.321,0.438,"-0.646929208",-0.004,-0.008000000000000007,0.008,-0.006,14.5,"39.7"
2158,686668,"Doyle, Brenton",2158,100,0.26,0.186,0.316,0.446,0.328,0.329,0.254,141,542,88.4,12.6,2302,89,89.48,331,1110,1048,0.5,6.43,106,151,113,147,308,328,294,"-8.9","8.9","69.2","7.3",602,401,90,24,4,23,153,25.4,45,7.5,2.41325,0.49229,0.23839,0.00742,"91.9",162,41.39650872817955,10.473815461346634,6.976744186046512,5.73,-0.82,0.22,2.29,0.316,42,"0.410101946",0.313,0.437,"-0.410101946",0.006,0.0030000000000000027,0.009,-0.001,29.8,"37.2"
1947,663886,"Stephenson, Tyler",1947,100,0.258,0.186,0.307,0.444,0.339,0.322,0.241,118,457,90.2,10.9,2272,89.5,89.87,191,842,1103,0.4000000000000057,6.49,108,150,122,146,304,323,289,"-11.9","11.9","68.7","7.4",513,342,72,26,1,19,117,22.8,46,9,2.3035,0.58035,0.34948,0.08803,"92.0",159,43.859649122807014,9.064327485380117,6.042884990253411,5.79,-0.84,0.18,2.25,0.335,31,"0.610272214",0.322,0.403,"-0.610272214",0.017,0.013000000000000012,0.041,0.017,22.7,"38.2"
1883,671277,"García Jr., Luis",1883,100,0.282,0.162,0.31,0.444,0.328,0.331,0.278,141,500,88.5,7.5,2224,88.5,88.85,207,974,909,0.4000000000000057,6.48,118,147,112,150,290,320,303,"-11.8","11.8","69.7","7.2",526,415,97,25,1,18,86,16.3,25,4.8,2.49027,0.46959,0.32484,-0.21115,"91.7",149,41.68674698795181,7.951807228915662,6.273764258555133,5.82,-0.95,-0.15,2.19,0.316,33,"0.625544344",0.313,0.452,"-0.625544344",0.004,0.0030000000000000027,-0.008,-0.003,21.3,"37.9"
2289,687263,"Neto, Zach",2289,100,0.249,0.194,0.295,0.443,0.33,0.317,0.236,135,542,87.6,11.2,2271,88.7,88.89,303,1119,1170,0.20000000000000284,6.45,106,151,112,146,303,323,293,"-19.6","19.6","68.1","7.0",601,407,77,34,1,23,140,23.3,38,6.3,2.40756,0.53754,0.28094,0.10945,"92.1",143,38.82063882063882,8.353808353808354,5.657237936772046,5.78,-1.16,0.3,2.19,0.317,34,"0.856924421",0.306,0.414,"-0.856924421",0.013,0.01100000000000001,0.029,0.013,27.1,"37.9"
2128,673237,"Diaz, Yainer",2128,100,0.3,0.142,0.338,0.442,0.329,0.339,0.3,175,584,90.2,8.9,2286,88.6,88.61,300,1252,876,0,6.45,107,151,121,146,299,326,291,"-15.2","15.2","71.0","7.4",617,486,127,29,3,16,106,17.2,23,3.7,2.40156,0.56319,0.26864,0.00135,"92.2",149,47.53086419753087,7.613168724279835,5.9967585089141,5.82,-0.74,0.3,2.18,0.324,37,"0.713345865",0.326,0.459,"-0.713345865",0,-0.0020000000000000018,-0.017,-0.01,24,"38.9"
2361,624585,"Soler, Jorge",2361,100,0.241,0.201,0.293,0.442,0.34,0.346,0.244,119,493,90.5,17.9,2267,88.6,88.97,303,1050,1311,0.4000000000000057,6.49,108,152,125,146,305,326,299,"-11.7","11.7","73.9","7.9",574,356,63,34,1,21,141,24.6,68,11.8,2.4338,0.50869,0.28566,0.00526,"92.7",151,44.10112359550562,12.640449438202248,7.8397212543554,5.83,-0.77,0.22,2.22,0.338,45,"0.497331639",0.342,0.447,"-0.497331639",-0.003,-0.0040000000000000036,-0.005,-0.006,28.9,"38.7"
2721,664023,"Happ, Ian",2721,100,0.243,0.199,0.299,0.441,0.341,0.345,0.243,138,569,90.6,15.1,2205,89.4,89.71,348,1249,1472,0.29999999999999716,6.44,116,146,118,149,295,322,299,"-15.5","15.5","70.6","6.9",656,403,77,34,2,25,168,25.6,79,12,2.26994,0.61967,0.44292,-0.44292,"92.2",164,45.16129032258064,11.662531017369728,7.164634146341463,5.76,-0.91,-0.07,2.32,0.34,47,"0.568798236",0.341,0.446,"-0.568798236",0,-0.0010000000000000009,-0.005,-0.004,27.9,"37.1"
2365,683737,"Busch, Michael",2365,100,0.248,0.192,0.322,0.44,0.336,0.319,0.217,123,496,89.7,17.1,2253,89.2,89.51,303,1068,1296,0.29999999999999716,6.46,116,145,118,151,293,322,302,"-5.5","5.5","68.1","7.1",566,338,72,28,2,21,162,28.6,62,11,2.31413,0.59995,0.32634,-0.2234,"91.5",165,39.94082840236686,11.242603550295858,6.713780918727916,5.73,-1.17,-0.14,2.32,0.334,38,"0.230909091",0.308,0.418,"-0.230909091",0.031,0.026000000000000023,0.022,0.017,28.4,"37.4"
2454,514888,"Altuve, Jose",2454,100,0.295,0.145,0.337,0.439,0.344,0.316,0.262,185,628,85.2,13.4,2242,88.9,88.99,279,1263,1191,0.09999999999999432,6.45,107,151,107,146,292,325,292,"-18","18","66.7","7.7",680,509,134,31,0,20,119,17.5,45,6.6,2.34906,0.59008,0.35541,0.13818,"91.0",140,31.237721021611005,6.4833005893909625,4.852941176470589,5.81,-0.92,0.24,2.05,0.349,33,"0.732355338",0.319,0.399,"-0.732355338",0.033,0.02999999999999997,0.04,0.028,22.1,"38.8"
2483,668709,"Bleday, JJ",2483,100,0.243,0.194,0.279,0.437,0.33,0.319,0.242,139,572,88.3,18.4,2236,88.8,88.97,294,1125,1358,0.20000000000000284,6.44,114,145,112,151,292,323,300,"-4.7","4.7","69.4","7.2",640,448,72,43,4,20,125,19.5,65,10.2,2.40137,0.54996,0.38437,-0.29478,"91.6",163,36.160714285714285,8.258928571428571,5.78125,5.76,-1.19,-0.21,2.27,0.322,37,"0.190213451",0.322,0.4,"-0.190213451",0.001,0,0.037,0.011,26.1,"37.5"
2514,663728,"Raleigh, Cal",2514,100,0.22,0.216,0.251,0.436,0.323,0.346,0.233,120,546,91,21.2,2211,88.9,89.13,407,1315,1199,0.19999999999998863,6.42,111,146,123,150,297,325,296,"-11.9","11.9","72.8","7.7",624,376,70,16,0,34,176,28.2,66,10.6,2.34597,0.57836,0.37521,-0.37293,"92.6",169,48.138297872340424,15.425531914893616,9.294871794871796,5.73,-0.93,-0.06,2.34,0.308,58,"0.471996818",0.322,0.476,"-0.471996818",-0.013,-0.014000000000000012,-0.04,-0.023,31,"38.9"
2495,665862,"Chisholm Jr., Jazz",2495,100,0.256,0.18,0.309,0.436,0.327,0.316,0.24,144,562,88.9,10.7,2231,88.9,89.05,348,1186,1309,0.09999999999999432,6.47,116,146,109,151,294,323,297,"-7.4","7.4","69.1","7.3",616,412,95,21,4,24,152,24.7,48,7.8,2.3601,0.58226,0.37426,-0.15056,"91.8",136,41.019417475728154,9.70873786407767,6.493506493506493,5.69,-0.56,-0.2,2.25,0.318,40,"0.295310621",0.304,0.415,"-0.295310621",0.016,0.014000000000000012,0.021,0.011,29.3,"36.6"
2083,666971,"Gurriel Jr., Lourdes",2083,100,0.279,0.156,0.313,0.435,0.327,0.319,0.267,143,513,88.4,15.7,2255,89.4,89.76,215,1064,1019,0.3999999999999915,6.47,109,151,123,148,305,326,295,"-2.7","2.7","68.7","7.4",552,417,101,22,2,18,101,18.3,28,5.1,2.25798,0.63424,0.31702,-0.05112,"91.5",161,40.04796163069545,6.71462829736211,5.072463768115942,5.76,-0.58,0.3,2.32,0.321,28,"0.130964954",0.311,0.421,"-0.130964954",0.012,0.010000000000000009,0.014,0.008,20.2,"39.1"
2271,669257,"Smith, Will",2271,100,0.248,0.185,0.273,0.433,0.325,0.333,0.242,118,476,89.4,18.7,2269,90.1,90.42,219,1050,1221,0.30000000000001137,6.45,108,151,123,146,306,322,293,"-3.6","3.6","65.8","7.1",537,379,72,24,2,20,105,19.6,44,8.2,2.22355,0.62256,0.36046,0.08812,"91.2",184,41.952506596306065,10.817941952506596,7.635009310986965,5.74,-0.85,0.28,2.33,0.318,41,"0.158168208",0.316,0.446,"-0.158168208",0.006,0.0020000000000000018,-0.013,-0.008,20.9,"37.3"
2261,682928,"Abrams, CJ",2261,100,0.246,0.187,0.285,0.433,0.322,0.319,0.247,133,541,88.1,15,2247,88.5,88.9,297,1204,1057,0.4000000000000057,6.48,118,146,111,150,292,321,301,"-5.7","5.7","69.8","7.4",599,418,78,29,6,20,128,21.4,37,6.2,2.43925,0.50758,0.31443,-0.12543,"91.4",154,40.66985645933015,6.937799043062201,4.841402337228715,5.8,-0.57,-0.14,2.26,0.311,29,"0.250818222",0.314,0.409,"-0.250818222",-0.001,-0.0030000000000000027,0.024,0.003,24.7,"37.8"
2344,592206,"Castellanos, Nick",2344,100,0.255,0.177,0.294,0.431,0.321,0.334,0.271,154,605,88.4,15.2,2278,88.5,88.78,410,1360,984,0.29999999999999716,6.48,109,151,123,147,301,324,290,"-2.6","2.6","70.3","7.5",656,469,97,30,4,23,138,21,39,5.9,2.45425,0.4997,0.19699,-0.03503,"91.4",160,38.16631130063966,8.102345415778252,5.7926829268292686,5.84,-0.78,0.25,2.3,0.309,38,"0.109598976",0.325,0.442,"-0.109598976",-0.016,-0.016000000000000014,-0.011,-0.013,30.1,"38.6"
2648,682998,"Carroll, Corbin",2648,100,0.231,0.197,0.256,0.428,0.325,0.324,0.241,136,589,88.8,11.5,2243,89.7,89.98,223,1096,1552,0.29999999999999716,6.44,115,146,107,151,294,325,304,"-8.6","8.6","71.5","6.9",684,471,78,22,14,22,130,19,73,10.7,2.22928,0.64734,0.36603,-0.1354,"92.4",144,40.76433121019109,7.218683651804671,4.970760233918129,5.78,-0.64,-0.01,2.35,0.322,34,"0.326095166",0.334,0.391,"-0.326095166",-0.01,-0.01200000000000001,0.037,0.001,20.3,"38.8"
2599,621493,"Ward, Taylor",2599,100,0.246,0.179,0.294,0.426,0.325,0.344,0.251,144,585,90.9,17.4,2305,89.2,89.34,287,1124,1475,0.09999999999999432,6.41,107,151,121,146,307,324,295,"-6.7","6.7","68.0","7.0",663,430,91,26,2,25,163,24.6,63,9.5,2.31736,0.59255,0.23287,0.07762,"91.8",179,42.32558139534884,13.023255813953488,8.446455505279035,5.81,-1.17,0.24,2.35,0.323,56,"0.258445556",0.331,0.458,"-0.258445556",-0.005,-0.008000000000000007,-0.032,-0.019,25.5,"38.3"
2083,641355,"Bellinger, Cody",2083,100,0.266,0.161,0.287,0.426,0.322,0.301,0.242,137,516,87.8,17.4,2254,89.3,89.63,230,1038,1045,0.29999999999999716,6.44,117,145,123,151,294,324,302,"-11.3","11.3","67.4","7.6",562,432,93,23,3,18,89,15.8,38,6.8,2.35756,0.54021,0.34116,-0.18259,"91.1",155,32.870370370370374,6.25,4.804270462633451,5.76,-0.74,-0.21,2.4,0.317,27,"0.540902544",0.297,0.391,"-0.540902544",0.024,0.020000000000000018,0.035,0.021,22.2,"36.9"
2165,680757,"Kwan, Steven",2165,100,0.292,0.133,0.304,0.425,0.349,0.333,0.284,140,480,85,14.4,2242,89.5,89.7,69,846,1319,0.20000000000000284,6.42,113,147,102,150,277,314,298,"-17.3","17.3","62.6","6.3",540,431,107,16,3,14,51,9.4,53,9.8,2.23885,0.64578,0.44364,-0.21846,"90.3",173,23.665893271461716,2.5522041763341066,2.037037037037037,5.73,-0.77,-0.29,2.31,0.368,11,"0.799907621",0.361,0.385,"-0.799907621",0.008,0.007000000000000006,0.04,0.016,8.2,"36.7"
1901,663624,"Mountcastle, Ryan",1901,100,0.271,0.154,0.327,0.425,0.316,0.332,0.272,128,473,90.8,10.4,2300,89.2,89.38,268,1067,834,0.20000000000000284,6.45,107,151,122,147,308,326,293,"-7","7","73.6","7.4",507,365,83,30,2,13,114,22.5,27,5.3,2.29309,0.6192,0.26856,-0.02679,"92.0",167,45.20547945205479,8.767123287671232,6.31163708086785,5.76,-0.76,0.17,2.34,0.308,32,"0.365860074",0.313,0.445,"-0.365860074",-0.001,-0.0050000000000000044,-0.02,-0.016,25.1,"38.7"
2312,663837,"Vierling, Matt",2312,100,0.257,0.166,0.303,0.423,0.317,0.309,0.256,133,518,89.4,11.5,2282,89.5,89.71,193,990,1322,0.20000000000000284,6.41,107,151,117,146,300,324,289,"3.1","-3.1","69.8","7.3",566,402,84,28,5,16,121,21.4,40,7.1,2.21727,0.67191,0.32095,0.06127,"91.7",167,40.547263681592035,7.462686567164178,5.30035335689046,5.75,-0.83,0.26,2.38,0.311,30,"-0.135423875",0.312,0.393,"0.135423875",0.001,-0.0010000000000000009,0.03,0.008,19.5,"39.2"
2117,676475,"Burleson, Alec",2117,100,0.269,0.152,0.276,0.42,0.319,0.329,0.273,147,547,89.4,13.2,2248,89.2,89.57,227,1180,937,0.3999999999999915,6.47,117,146,115,151,297,324,306,"-3.3","3.3","69.4","7.4",595,478,106,20,0,21,76,12.8,35,5.9,2.32439,0.57746,0.28811,-0.16835,"91.7",156,41.63179916317992,6.485355648535565,5.2100840336134455,5.75,-0.95,-0.31,2.41,0.314,31,"0.1573453",0.32,0.435,"-0.1573453",-0.004,-0.006000000000000005,-0.015,-0.01,19.2,"38.0"
2423,467793,"Santana, Carlos",2423,100,0.238,0.182,0.252,0.42,0.326,0.33,0.246,124,521,89.2,16.1,2231,88.6,88.93,244,1049,1374,0.30000000000001137,6.46,114,146,125,150,297,324,296,"-4.5","4.5","70.3","7.5",591,424,75,26,0,23,99,16.8,62,10.5,2.40237,0.54144,0.34273,-0.34273,"92.0",151,39.85849056603774,7.311320754716981,5.245346869712352,5.74,-0.91,-0.06,2.25,0.325,31,"0.186504333",0.332,0.415,"-0.186504333",-0.008,-0.007000000000000006,0.005,-0.004,23.3,"37.8"
2243,656555,"Hoskins, Rhys",2243,100,0.214,0.205,0.25,0.419,0.313,0.301,0.202,96,449,88.7,20.8,2317,89.5,89.86,253,961,1282,0.4000000000000057,6.49,108,151,122,146,305,323,295,"-5.4","5.4","68.9","8.1",516,306,56,14,0,26,149,28.9,52,10.1,2.31986,0.57528,0.25338,0.05748,"91.7",165,42.15686274509804,12.745098039215685,7.55813953488372,5.74,-0.88,0.21,2.3,0.302,39,"0.241016496",0.294,0.387,"-0.241016496",0.012,0.008000000000000007,0.032,0.012,26.3,"39.1"
1991,660821,"Sánchez, Jesús",1991,100,0.252,0.166,0.316,0.418,0.318,0.343,0.264,123,488,92.3,7.6,2241,89.4,89.55,331,1060,931,0.09999999999999432,6.45,116,147,121,151,294,323,302,"5","-5","72.9","7.0",534,351,79,25,1,18,140,26.2,39,7.3,2.29662,0.60349,0.36371,-0.24744,"93.3",148,51.28205128205128,12.250712250712251,8.05243445692884,5.71,-1.04,-0.17,2.34,0.311,43,"-0.253490708",0.323,0.468,"0.253490708",-0.012,-0.01200000000000001,-0.05,-0.025,31.2,"37.6"
2487,680977,"Donovan, Brendan",2487,100,0.278,0.14,0.3,0.417,0.332,0.335,0.277,163,587,88.3,12.8,2235,89.6,89.94,166,1100,1386,0.30000000000001137,6.48,117,146,108,151,293,322,303,"-12.4","12.4","67.6","6.7",652,511,112,34,3,14,81,12.4,47,7.2,2.26577,0.61101,0.35713,-0.13975,"91.6",164,37.573385518590996,5.47945205479452,4.294478527607362,5.75,-0.77,-0.14,2.38,0.342,28,"0.497989546",0.343,0.419,"-0.497989546",0.001,-0.0010000000000000009,-0.002,-0.003,15.1,"38.1"
2558,691026,"Winn, Masyn",2558,100,0.267,0.148,0.303,0.416,0.315,0.293,0.256,157,587,86,12.9,2265,89.2,89.58,228,1201,1356,0.3999999999999915,6.49,106,150,112,147,305,321,289,"2.9","-2.9","68.0","7.2",635,486,105,32,5,15,109,17.2,39,6.1,2.28215,0.62151,0.28377,-0.03969,"91.2",154,32.71604938271605,3.7037037037037033,2.8346456692913384,5.75,-0.64,0.23,2.37,0.312,18,"-0.111493354",0.303,0.358,"0.111493354",0.011,0.009000000000000008,0.058,0.022,19,"38.4"
2256,694671,"Langford, Wyatt",2256,100,0.253,0.162,0.296,0.415,0.321,0.331,0.257,126,499,89.6,16.6,2265,89.5,89.7,221,966,1290,0.20000000000000284,6.47,108,151,121,146,304,326,295,"-7","7","72.8","6.9",554,387,81,25,4,16,115,20.8,48,8.7,2.2966,0.60016,0.33615,0.15852,"92.4",156,43.41085271317829,9.30232558139535,6.4981949458483745,5.76,-0.95,0.25,2.24,0.321,36,"0.309929078",0.327,0.427,"-0.309929078",-0.004,-0.006000000000000005,-0.012,-0.01,22.9,"39.0"
2719,502671,"Goldschmidt, Paul",2719,100,0.245,0.169,0.308,0.414,0.31,0.329,0.255,147,599,91.2,13.1,2265,89.2,89.62,356,1297,1422,0.3999999999999915,6.49,108,150,123,147,308,327,297,"8.1","-8.1","71.2","7.7",652,428,91,33,1,22,173,26.5,45,6.9,2.3013,0.59889,0.27583,0.03786,"92.4",166,49.532710280373834,10.74766355140187,7.05521472392638,5.74,-0.91,0.2,2.28,0.299,46,"-0.298050754",0.309,0.45,"0.298050754",-0.01,-0.010000000000000009,-0.036,-0.019,27.4,"38.4"
2460,650490,"Díaz, Yandy",2460,100,0.281,0.133,0.314,0.414,0.331,0.336,0.277,158,563,92.2,5,2267,90.2,90.25,153,1079,1381,0.09999999999999432,6.44,111,151,124,149,307,327,293,"-9.6","9.6","72.1","7.5",621,472,112,31,1,14,95,15.3,50,8.1,2.16097,0.68883,0.42786,0.19584,"92.7",152,48.728813559322035,7.627118644067797,5.797101449275362,5.77,-1.02,0.13,2.31,0.341,36,"0.39195122",0.34,0.423,"-0.39195122",0.004,0.0010000000000000009,-0.009,-0.005,14.2,"38.9"
2163,457705,"McCutchen, Andrew",2163,100,0.232,0.179,0.283,0.411,0.324,0.327,0.227,104,448,88.5,14.3,2276,89.3,89.72,262,908,1255,0.4000000000000057,6.51,109,151,121,146,306,322,291,"-3.9","3.9","70.9","7.6",513,317,65,18,1,20,133,25.9,56,10.9,2.35341,0.54086,0.28533,0.03781,"91.7",158,36.90851735015773,11.987381703470032,7.4074074074074066,5.74,-0.87,0.18,2.28,0.326,38,"0.180813685",0.322,0.421,"-0.180813685",0.005,0.0040000000000000036,-0.01,-0.003,28.9,"37.8"
1983,681351,"O'Hoppe, Logan",1983,100,0.245,0.165,0.318,0.41,0.312,0.331,0.252,117,478,90.3,15,2262,88.7,88.9,347,1032,951,0.20000000000000284,6.47,108,151,121,146,303,323,295,"-2","2","68.1","7.2",521,326,79,17,1,20,154,29.6,33,6.3,2.39847,0.54744,0.25297,0.04535,"92.3",165,46.31901840490797,11.96319018404908,7.485604606525912,5.8,-0.94,0.25,2.24,0.304,39,"0.103277862",0.31,0.455,"-0.103277862",-0.007,-0.006000000000000005,-0.045,-0.019,33.6,"38.5"
2385,677594,"Rodríguez, Julio",2385,100,0.273,0.136,0.344,0.409,0.321,0.344,0.275,155,567,91.7,10.5,2273,89.1,89.34,400,1295,1090,0.20000000000000284,6.44,107,150,121,147,304,326,294,"-10.7","10.7","74.4","7.8",612,413,118,17,0,20,156,25.5,37,6,2.31345,0.5998,0.29128,0.05051,"92.8",154,48.426150121065376,10.16949152542373,6.862745098039216,5.74,-0.9,0.13,2.27,0.324,42,"0.44754717",0.326,0.463,"-0.44754717",-0.002,-0.0020000000000000018,-0.054,-0.023,30.9,"39.1"
2079,663898,"Rodgers, Brendan",2079,100,0.267,0.14,0.338,0.407,0.314,0.295,0.248,134,501,89.1,5,2285,88.7,89.24,265,1025,1054,0.5,6.44,109,150,122,148,310,326,291,"1.1","-1.1","69.6","7.0",538,372,91,29,1,13,132,24.5,30,5.6,2.45998,0.46017,0.2197,0.03932,"91.8",146,44.086021505376344,5.64516129032258,3.903345724907063,5.74,-0.82,0.22,2.2,0.313,21,"-0.052332852",0.296,0.377,"0.052332852",0.019,0.017000000000000015,0.03,0.019,25.9,"37.7"
2048,662139,"Varsho, Daulton",2048,100,0.214,0.194,0.262,0.407,0.304,0.261,0.186,98,459,84.5,24.2,2246,89.4,89.58,263,975,1073,0.19999999999998863,6.42,113,145,107,152,291,322,296,"2.7","-2.7","71.7","7.5",512,324,52,21,7,18,137,26.8,47,9.2,2.2455,0.64824,0.36255,-0.26926,"91.5",158,33.95061728395062,6.172839506172839,3.90625,5.74,-1.22,-0.22,2.34,0.292,20,"-0.130322266",0.267,0.316,"0.130322266",0.028,0.024999999999999967,0.091,0.043,27,"37.9"
